product_id,product_name,category,subcategory,brand,price,cost,discount_percent,rating,stock_quantity,seller,launch_date
PRD_000217,Nova_Fitness_217,Sports,Fitness,Nova,234.43,117.13,25,4.4,987,TopDeals_Co,2020-06-01
PRD_000218,Marlow_Kitchen_218,Home,Kitchen,Marlow,281.03,169.19,0,4.0,1296,MarketPlus,2024-08-06
PRD_000219,Everline_Laptop_219,Electronics,Laptop,Everline,1199.51,683.46,5,3.7,985,ValueMart,2026-01-20
PRD_000220,Lumo_Tools_220,Beauty,Tools,Lumo,16.42,9.74,0,4.2,388,MarketPlus,2026-01-21
PRD_000221,Crestwood_Fiction_221,Books,Fiction,Crestwood,14.22,6.92,5,3.4,424,PrimeSellers,2022-09-09
PRD_000222,Vireo_Furniture_222,Home,Furniture,Vireo,453.82,208.37,0,2.6,1940,PartnerHub,2022-03-05
PRD_000223,Crestwood_Children_223,Books,Children,Crestwood,46.01,34.4,5,4.6,811,MarketPlus,2024-04-02
PRD_000224,Marlow_Footwear_224,Fashion,Footwear,Marlow,206.73,103.56,10,3.3,528,ShopSmart_Official,2021-12-20
PRD_000225,Pinegrove_Outdoor_225,Sports,Outdoor,Pinegrove,70.66,33.46,5,4.5,332,ValueMart,2021-10-10
PRD_000226,Marlow_Academic_226,Books,Academic,Marlow,26.9,17.39,15,4.3,1064,PrimeSellers,2024-05-12
PRD_000227,Lumo_Kitchen_227,Home,Kitchen,Lumo,61.46,29.63,15,4.8,1601,ShopSmart_Official,2020-11-22
PRD_000228,Urbanix_Kids_228,Fashion,Kids,Urbanix,129.54,80.75,25,3.5,588,MarketPlus,2020-02-01
PRD_000229,Everline_Storage_229,Home,Storage,Everline,534.03,292.13,25,3.1,1181,MarketPlus,2020-12-11
PRD_000230,Pinegrove_Furniture_230,Home,Furniture,Pinegrove,51.21,32.9,20,4.6,1982,ValueMart,2025-05-02
PRD_000231,Solace_Kitchen_231,Home,Kitchen,Solace,418.24,194.12,0,2.1,34,TopDeals_Co,2024-06-13
PRD_000232,Solace_Laptop_232,Electronics,Laptop,Solace,1198.21,673.56,5,3.4,568,PartnerHub,2026-04-08
PRD_000233,Marlow_Men_233,Fashion,Men,Marlow,83.52,59.91,5,3.8,861,ShopSmart_Official,2023-08-29
PRD_000234,Pinegrove_Footwear_234,Fashion,Footwear,Pinegrove,161.8,88.98,10,3.7,30,ShopSmart_Official,2022-12-20
PRD_000235,Marlow_Tools_235,Beauty,Tools,Marlow,55.86,33.65,5,2.8,1479,ShopSmart_Official,2026-02-11
PRD_000236,Urbanix_Children_236,Books,Children,Urbanix,19.23,12.54,0,4.1,909,MarketPlus,2025-12-02
PRD_000237,Lumo_Outdoor_237,Sports,Outdoor,Lumo,133.56,80.18,20,3.8,1444,PrimeSellers,2025-10-04
PRD_000238,Lumo_Children_238,Books,Children,Lumo,10.53,7.04,15,4.2,1682,PartnerHub,2022-07-19
PRD_000239,Pinegrove_Headphones_239,Electronics,Headphones,Pinegrove,54.97,39.52,20,3.1,247,PrimeSellers,2025-07-20
PRD_000240,Vireo_Skincare_240,Beauty,Skincare,Vireo,86.67,47.7,15,4.1,68,ValueMart,2022-08-06
PRD_000241,Northfield_Furniture_241,Home,Furniture,Northfield,402.26,239.11,5,4.3,1046,MarketPlus,2025-03-28
PRD_000242,Vireo_Outdoor_242,Sports,Outdoor,Vireo,22.11,14.82,10,4.1,1434,PartnerHub,2025-03-23
PRD_000243,Lumo_Accessories_243,Electronics,Accessories,Lumo,238.93,172.25,15,3.9,1418,PrimeSellers,2026-01-18
PRD_000244,Nova_Academic_244,Books,Academic,Nova,41.19,18.76,25,4.4,826,MarketPlus,2021-03-11
PRD_000245,Everline_Team_Sports_245,Sports,Team_Sports,Everline,238.48,159.69,0,3.9,1891,ValueMart,2022-11-20
PRD_000246,Vireo_Comics_246,Books,Comics,Vireo,7.04,3.78,0,4.5,525,TopDeals_Co,2026-01-15
PRD_000247,Lumo_Women_247,Fashion,Women,Lumo,102.34,70.99,0,4.1,453,TopDeals_Co,2020-10-22
PRD_000248,Vireo_Men_248,Fashion,Men,Vireo,194.66,138.16,0,3.2,1396,MarketPlus,2025-11-04
PRD_000249,Marlow_Skincare_249,Beauty,Skincare,Marlow,79.11,52.88,0,4.7,681,TopDeals_Co,2025-12-19
PRD_000250,Crestwood_Skincare_250,Beauty,Skincare,Crestwood,98.08,70.96,20,2.9,480,ValueMart,2021-05-30
PRD_000251,Quanta_Accessories_251,Electronics,Accessories,Quanta,111.87,52.04,20,4.7,436,TopDeals_Co,2025-04-19
PRD_000252,Marlow_Team_Sports_252,Sports,Team_Sports,Marlow,175.39,82.22,0,4.3,1107,MarketPlus,2025-11-21
PRD_000253,Northfield_Headphones_253,Electronics,Headphones,Northfield,568.18,408.83,0,3.7,1935,ValueMart,2022-02-28
PRD_000254,Pinegrove_Apparel_254,Sports,Apparel,Pinegrove,144.17,88.17,15,3.0,374,ShopSmart_Official,2024-06-25
PRD_000255,Urbanix_Kitchen_255,Home,Kitchen,Urbanix,29.91,22.36,0,3.1,871,PrimeSellers,2021-01-29
PRD_000256,Solace_Bedding_256,Home,Bedding,Solace,218.99,136.57,10,4.3,1290,MarketPlus,2020-01-26
PRD_000257,Everline_Mobile_257,Electronics,Mobile,Everline,270.74,136.87,20,3.2,1625,TopDeals_Co,2023-02-06
PRD_000258,Marlow_Fiction_258,Books,Fiction,Marlow,32.71,23.22,15,1.8,967,MarketPlus,2023-05-14
PRD_000259,Quanta_Camera_259,Electronics,Camera,Quanta,769.33,547.48,15,4.4,159,ShopSmart_Official,2020-01-25
PRD_000260,Lumo_Camera_260,Electronics,Camera,Lumo,79.31,51.05,20,4.2,624,TopDeals_Co,2021-05-20
PRD_000261,Lumo_Kitchen_261,Home,Kitchen,Lumo,547.27,319.01,0,2.8,1152,PrimeSellers,2022-01-12
PRD_000262,Zenith_Mobile_262,Electronics,Mobile,Zenith,330.52,163.44,0,4.3,933,TopDeals_Co,2021-06-10
PRD_000263,Northfield_Furniture_263,Home,Furniture,Northfield,359.24,186.99,5,2.5,1153,PrimeSellers,2023-11-04
PRD_000264,Quanta_Storage_264,Home,Storage,Quanta,182.51,92.21,25,3.7,1754,ShopSmart_Official,2021-05-15
PRD_000265,Everline_Fitness_265,Sports,Fitness,Everline,335.99,239.43,5,3.2,543,ValueMart,2023-02-18
PRD_000266,Zenith_Women_266,Fashion,Women,Zenith,99.93,65.92,0,4.5,62,PrimeSellers,2026-01-11
PRD_000267,Vireo_Fitness_267,Sports,Fitness,Vireo,146.49,73.63,25,3.8,1998,TopDeals_Co,2020-05-02
PRD_000268,Nova_Haircare_268,Beauty,Haircare,Nova,19.27,12.27,30,4.7,1976,TopDeals_Co,2022-02-10
PRD_000269,Nova_Children_269,Books,Children,Nova,55.13,38.22,10,3.2,1220,ShopSmart_Official,2020-10-21
PRD_000270,Urbanix_Comics_270,Books,Comics,Urbanix,42.76,21.17,0,3.9,399,TopDeals_Co,2024-02-17
PRD_000271,Solace_Camera_271,Electronics,Camera,Solace,1222.22,805.68,30,3.8,601,MarketPlus,2025-05-16
PRD_000272,Marlow_Tools_272,Beauty,Tools,Marlow,77.43,37.04,15,4.6,1146,PartnerHub,2021-03-11
PRD_000273,Marlow_Footwear_273,Fashion,Footwear,Marlow,146.91,67.9,10,2.8,1966,MarketPlus,2022-03-28
PRD_000274,Urbanix_Headphones_274,Electronics,Headphones,Urbanix,310.57,147.46,15,3.9,14,ValueMart,2020-10-22
PRD_000275,Zenith_Cycling_275,Sports,Cycling,Zenith,181.22,104.92,0,4.2,1606,PartnerHub,2025-12-05
PRD_000276,Solace_Fiction_276,Books,Fiction,Solace,28.79,20.73,0,3.5,319,TopDeals_Co,2026-02-05
PRD_000277,Lumo_Kitchen_277,Home,Kitchen,Lumo,25.55,18.03,20,4.2,350,MarketPlus,2024-07-03
PRD_000278,Everline_Decor_278,Home,Decor,Everline,397.5,233.7,10,3.3,1935,ValueMart,2023-09-02
PRD_000279,Nova_NonFiction_279,Books,NonFiction,Nova,27.38,12.62,15,3.8,1785,MarketPlus,2024-09-09
PRD_000280,Marlow_Accessories_280,Fashion,Accessories,Marlow,193.8,112.31,5,4.6,1102,ValueMart,2024-10-13
PRD_000281,Marlow_Haircare_281,Beauty,Haircare,Marlow,12.55,8.9,15,3.7,1332,TopDeals_Co,2024-12-08
PRD_000282,Zenith_Accessories_282,Electronics,Accessories,Zenith,59.15,31.69,10,3.4,1643,PrimeSellers,2024-02-16
PRD_000283,Northfield_Apparel_283,Sports,Apparel,Northfield,101.98,74.07,20,4.4,558,PartnerHub,2020-12-27
PRD_000284,Crestwood_Comics_284,Books,Comics,Crestwood,5.28,2.71,15,3.8,799,ShopSmart_Official,2020-08-06
PRD_000285,Nova_Headphones_285,Electronics,Headphones,Nova,1337.46,632.08,15,4.3,1316,ValueMart,2023-07-04
PRD_000286,Solace_Cycling_286,Sports,Cycling,Solace,399.88,183.78,10,4.1,1681,ValueMart,2025-10-08
PRD_000287,Urbanix_Mobile_287,Electronics,Mobile,Urbanix,1121.51,825.57,10,4.6,721,PrimeSellers,2025-05-01
PRD_000288,Vireo_Footwear_288,Fashion,Footwear,Vireo,67.11,33.26,25,3.6,1243,MarketPlus,2024-10-28
PRD_000289,Marlow_Bedding_289,Home,Bedding,Marlow,406.26,189.93,5,3.8,1178,MarketPlus,2020-04-03
PRD_000290,Crestwood_Fitness_290,Sports,Fitness,Crestwood,191.86,95.22,0,2.5,1569,ValueMart,2020-07-11
PRD_000291,Crestwood_Team_Sports_291,Sports,Team_Sports,Crestwood,156.23,80.8,0,3.8,1265,MarketPlus,2021-03-30
PRD_000292,Solace_Laptop_292,Electronics,Laptop,Solace,206.24,144.61,15,3.3,719,ValueMart,2025-02-02
PRD_000293,Northfield_Camera_293,Electronics,Camera,Northfield,485.02,356.56,5,4.1,257,PartnerHub,2021-03-19
PRD_000294,Northfield_Makeup_294,Beauty,Makeup,Northfield,81.6,53.43,0,4.3,353,ValueMart,2020-07-10
PRD_000295,Lumo_Mobile_295,Electronics,Mobile,Lumo,154.48,90.05,0,3.1,1512,TopDeals_Co,2025-07-19
PRD_000296,Vireo_Mobile_296,Electronics,Mobile,Vireo,458.79,239.16,25,4.5,1735,MarketPlus,2020-11-19
PRD_000297,Solace_Bedding_297,Home,Bedding,Solace,75.61,51.52,10,3.5,1700,ShopSmart_Official,2022-01-31
PRD_000298,Zenith_Comics_298,Books,Comics,Zenith,31.65,22.34,0,2.9,1396,MarketPlus,2023-10-19
PRD_000299,Solace_Fiction_299,Books,Fiction,Solace,21.24,12.88,5,4.6,1981,PrimeSellers,2020-11-08
PRD_000300,Urbanix_Fiction_300,Books,Fiction,Urbanix,46.65,26.82,10,4.2,754,ValueMart,2026-01-02
PRD_000301,Lumo_Furniture_301,Home,Furniture,Lumo,308.68,182.4,20,4.5,1292,TopDeals_Co,2024-04-20
PRD_000302,Zenith_Camera_302,Electronics,Camera,Zenith,1159.91,763.48,0,4.9,696,PrimeSellers,2025-04-26
PRD_000303,Northfield_Storage_303,Home,Storage,Northfield,173.29,129.46,0,4.6,1141,ValueMart,2022-12-07
PRD_000304,Marlow_Decor_304,Home,Decor,Marlow,136.26,73.67,15,3.6,1519,PartnerHub,2025-03-29
PRD_000305,Vireo_Footwear_305,Fashion,Footwear,Vireo,132.89,91.82,25,3.9,1489,ValueMart,2021-07-23
PRD_000306,Crestwood_Storage_306,Home,Storage,Crestwood,458.67,276.94,0,2.0,313,ShopSmart_Official,2021-03-04
PRD_000307,Crestwood_Storage_307,Home,Storage,Crestwood,267.51,163.94,0,3.3,560,ShopSmart_Official,2022-03-19
PRD_000308,Nova_Footwear_308,Fashion,Footwear,Nova,53.77,39.66,5,3.7,967,ValueMart,2023-03-24
PRD_000309,Zenith_Fitness_309,Sports,Fitness,Zenith,16.58,9.05,20,4.3,1651,MarketPlus,2020-11-22
PRD_000310,Lumo_Skincare_310,Beauty,Skincare,Lumo,68.38,41.87,0,4.6,1441,MarketPlus,2025-11-11
PRD_000311,Nova_Makeup_311,Beauty,Makeup,Nova,110.87,82.88,5,3.3,1045,ValueMart,2022-02-19
PRD_000312,Lumo_Skincare_312,Beauty,Skincare,Lumo,56.46,29.12,0,4.4,97,MarketPlus,2023-09-17
PRD_000313,Quanta_NonFiction_313,Books,NonFiction,Quanta,16.33,10.13,5,3.3,1810,PrimeSellers,2020-08-04
PRD_000314,Nova_Accessories_314,Fashion,Accessories,Nova,180.24,90.36,10,3.7,1720,ShopSmart_Official,2021-01-03
PRD_000315,Marlow_Bedding_315,Home,Bedding,Marlow,136.27,65.76,0,4.4,1645,ShopSmart_Official,2024-03-23
PRD_000316,Nova_Fiction_316,Books,Fiction,Nova,8.04,3.77,0,3.3,1019,MarketPlus,2021-02-05
PRD_000317,Quanta_Men_317,Fashion,Men,Quanta,86.91,42.33,5,2.6,401,PartnerHub,2022-05-16
PRD_000318,Solace_Men_318,Fashion,Men,Solace,159.85,100.42,10,4.1,260,PrimeSellers,2021-04-01
PRD_000319,Quanta_Apparel_319,Sports,Apparel,Quanta,355.48,194.07,10,4.2,273,MarketPlus,2024-05-12
PRD_000320,Zenith_Skincare_320,Beauty,Skincare,Zenith,68.25,32.08,0,4.7,1648,PartnerHub,2020-07-24
PRD_000321,Solace_Accessories_321,Fashion,Accessories,Solace,132.8,78.48,25,3.9,1843,PartnerHub,2022-01-30
PRD_000322,Vireo_Skincare_322,Beauty,Skincare,Vireo,99.62,72.86,25,4.3,1232,ShopSmart_Official,2020-09-23
PRD_000323,Everline_Fitness_323,Sports,Fitness,Everline,384.19,225.66,15,4.6,1138,PrimeSellers,2023-10-15
PRD_000324,Lumo_Children_324,Books,Children,Lumo,9.28,6.58,20,3.6,1673,MarketPlus,2022-11-16
PRD_000325,Urbanix_Storage_325,Home,Storage,Urbanix,488.44,309.46,15,4.2,1633,ShopSmart_Official,2025-08-13
PRD_000326,Crestwood_Furniture_326,Home,Furniture,Crestwood,22.17,13.87,15,3.0,961,PartnerHub,2021-03-13
PRD_000327,Pinegrove_Bedding_327,Home,Bedding,Pinegrove,162.95,99.08,0,4.5,1775,MarketPlus,2021-04-19
PRD_000328,Marlow_Decor_328,Home,Decor,Marlow,564.53,355.67,0,3.3,1079,TopDeals_Co,2023-09-24
PRD_000329,Zenith_Apparel_329,Sports,Apparel,Zenith,160.32,94.06,15,3.7,321,PartnerHub,2024-10-04
PRD_000330,Pinegrove_Haircare_330,Beauty,Haircare,Pinegrove,95.82,43.16,0,4.7,382,ValueMart,2021-12-03
PRD_000331,Solace_Kitchen_331,Home,Kitchen,Solace,376.76,259.75,0,3.7,473,MarketPlus,2020-02-16
PRD_000332,Solace_Outdoor_332,Sports,Outdoor,Solace,61.68,36.44,0,3.5,1727,TopDeals_Co,2023-01-28
PRD_000333,Marlow_Men_333,Fashion,Men,Marlow,157.42,97.47,10,3.2,1713,TopDeals_Co,2025-05-09
PRD_000334,Northfield_Footwear_334,Fashion,Footwear,Northfield,69.65,42.14,10,4.4,1285,ValueMart,2022-01-05
PRD_000335,Lumo_Cycling_335,Sports,Cycling,Lumo,293.09,171.24,5,3.9,1941,TopDeals_Co,2022-08-30
PRD_000336,Zenith_Laptop_336,Electronics,Laptop,Zenith,877.29,630.93,10,4.3,1516,TopDeals_Co,2022-12-27
PRD_000337,Vireo_Fragrance_337,Beauty,Fragrance,Vireo,15.69,11.62,0,4.3,187,PrimeSellers,2023-01-26
PRD_000338,Everline_Decor_338,Home,Decor,Everline,589.26,433.51,5,3.6,477,ShopSmart_Official,2023-08-08
PRD_000339,Everline_Headphones_339,Electronics,Headphones,Everline,1013.43,733.41,20,3.9,289,TopDeals_Co,2020-12-12
PRD_000340,Northfield_Academic_340,Books,Academic,Northfield,20.2,11.27,0,3.9,213,PartnerHub,2025-09-13
PRD_000341,Pinegrove_Fragrance_341,Beauty,Fragrance,Pinegrove,52.7,28.15,0,4.4,1673,ValueMart,2023-06-23
PRD_000342,Lumo_Fiction_342,Books,Fiction,Lumo,19.38,10.17,0,4.5,1111,PartnerHub,2023-02-19
PRD_000343,Solace_Kids_343,Fashion,Kids,Solace,61.59,40.89,10,4.1,1269,TopDeals_Co,2022-10-24
PRD_000344,Zenith_Academic_344,Books,Academic,Zenith,8.63,6.42,25,4.2,1143,TopDeals_Co,2025-04-07
PRD_000345,Vireo_Storage_345,Home,Storage,Vireo,442.53,205.36,5,3.5,1534,ShopSmart_Official,2025-01-21
PRD_000346,Marlow_Storage_346,Home,Storage,Marlow,31.62,21.61,10,3.0,93,ValueMart,2021-08-25
PRD_000347,Urbanix_Fitness_347,Sports,Fitness,Urbanix,357.54,202.48,15,3.7,1737,ShopSmart_Official,2025-11-05
PRD_000348,Zenith_Tools_348,Beauty,Tools,Zenith,117.17,59.57,20,4.8,1621,ValueMart,2022-06-07
PRD_000349,Marlow_Comics_349,Books,Comics,Marlow,59.19,35.03,0,4.3,1220,ValueMart,2020-04-04
PRD_000350,Lumo_Comics_350,Books,Comics,Lumo,18.87,11.7,10,3.7,989,PartnerHub,2022-10-31
PRD_000351,Everline_NonFiction_351,Books,NonFiction,Everline,58.07,34.9,0,4.9,482,ValueMart,2022-06-05
PRD_000352,Urbanix_Outdoor_352,Sports,Outdoor,Urbanix,130.06,78.74,15,3.1,1580,PrimeSellers,2023-12-26
PRD_000353,Pinegrove_Men_353,Fashion,Men,Pinegrove,143.0,90.11,0,4.1,939,PrimeSellers,2022-10-01
PRD_000354,Crestwood_Footwear_354,Fashion,Footwear,Crestwood,120.68,63.91,30,3.1,99,ValueMart,2022-02-24
PRD_000355,Everline_Men_355,Fashion,Men,Everline,239.38,118.27,20,4.5,369,TopDeals_Co,2020-06-20
PRD_000356,Lumo_Cycling_356,Sports,Cycling,Lumo,317.27,197.5,10,4.2,1249,TopDeals_Co,2022-02-17
PRD_000357,Urbanix_Furniture_357,Home,Furniture,Urbanix,407.16,253.66,15,3.9,394,ValueMart,2025-03-11
PRD_000358,Crestwood_Apparel_358,Sports,Apparel,Crestwood,189.84,106.9,30,2.8,1730,ValueMart,2023-12-24
PRD_000359,Pinegrove_Furniture_359,Home,Furniture,Pinegrove,249.75,132.76,5,4.3,650,TopDeals_Co,2022-09-11
PRD_000360,Urbanix_Apparel_360,Sports,Apparel,Urbanix,17.1,10.75,25,4.9,1515,MarketPlus,2024-10-06
PRD_000361,Northfield_Outdoor_361,Sports,Outdoor,Northfield,179.86,99.39,0,3.7,1476,ValueMart,2025-04-12
PRD_000362,Lumo_Fragrance_362,Beauty,Fragrance,Lumo,13.87,9.9,0,3.2,436,PartnerHub,2022-04-14
PRD_000363,Solace_Skincare_363,Beauty,Skincare,Solace,114.91,73.97,0,3.6,1356,PartnerHub,2020-08-20
PRD_000364,Crestwood_Camera_364,Electronics,Camera,Crestwood,1142.59,700.84,15,4.1,827,ShopSmart_Official,2022-08-28
PRD_000365,Solace_Accessories_365,Electronics,Accessories,Solace,484.94,302.07,0,2.3,347,ValueMart,2024-10-23
PRD_000366,Urbanix_Headphones_366,Electronics,Headphones,Urbanix,736.72,528.82,5,4.0,993,TopDeals_Co,2023-08-01
PRD_000367,Crestwood_Fragrance_367,Beauty,Fragrance,Crestwood,26.71,13.6,0,3.5,1242,ShopSmart_Official,2022-11-06
PRD_000368,Vireo_Storage_368,Home,Storage,Vireo,429.88,221.16,5,4.4,150,TopDeals_Co,2022-06-25
PRD_000369,Pinegrove_NonFiction_369,Books,NonFiction,Pinegrove,6.81,4.28,5,4.1,807,TopDeals_Co,2025-11-27
PRD_000370,Lumo_Kitchen_370,Home,Kitchen,Lumo,172.35,96.24,0,3.6,454,PartnerHub,2021-11-06
PRD_000371,Solace_Comics_371,Books,Comics,Solace,19.73,8.91,5,4.0,1814,PrimeSellers,2024-02-13
PRD_000372,Quanta_NonFiction_372,Books,NonFiction,Quanta,49.92,22.69,5,3.7,1160,PartnerHub,2020-04-27
PRD_000373,Solace_Kitchen_373,Home,Kitchen,Solace,245.56,111.42,15,3.0,122,PartnerHub,2020-05-13
PRD_000374,Vireo_Cycling_374,Sports,Cycling,Vireo,384.95,189.39,15,4.4,24,PartnerHub,2024-07-22
PRD_000375,Solace_Cycling_375,Sports,Cycling,Solace,238.33,177.04,25,3.8,740,PrimeSellers,2021-01-20
PRD_000376,Northfield_Women_376,Fashion,Women,Northfield,183.61,116.56,15,4.8,1038,TopDeals_Co,2024-01-19
PRD_000377,Quanta_Footwear_377,Fashion,Footwear,Quanta,187.39,98.55,15,3.8,564,PartnerHub,2021-07-18
PRD_000378,Pinegrove_NonFiction_378,Books,NonFiction,Pinegrove,42.04,23.69,20,3.7,516,ValueMart,2025-03-06
PRD_000379,Northfield_Accessories_379,Fashion,Accessories,Northfield,133.11,60.21,20,4.1,1941,PartnerHub,2026-02-23
PRD_000380,Urbanix_Decor_380,Home,Decor,Urbanix,578.53,344.22,15,3.1,726,ValueMart,2021-09-19
PRD_000381,Northfield_Women_381,Fashion,Women,Northfield,70.49,40.36,25,3.4,1542,TopDeals_Co,2024-02-23
PRD_000382,Marlow_Mobile_382,Electronics,Mobile,Marlow,304.6,185.04,10,3.8,1016,TopDeals_Co,2024-06-21
PRD_000383,Vireo_Haircare_383,Beauty,Haircare,Vireo,102.07,53.94,5,4.3,897,PartnerHub,2020-06-09
PRD_000384,Marlow_Cycling_384,Sports,Cycling,Marlow,391.64,283.12,10,3.1,1499,PrimeSellers,2024-01-19
PRD_000385,Marlow_Women_385,Fashion,Women,Marlow,221.81,133.09,5,4.5,989,PartnerHub,2023-08-18
PRD_000386,Marlow_Decor_386,Home,Decor,Marlow,264.26,162.26,25,3.4,1437,ValueMart,2024-04-27
PRD_000387,Solace_Fitness_387,Sports,Fitness,Solace,80.84,54.3,0,4.6,1813,ShopSmart_Official,2022-10-09
PRD_000388,Northfield_Team_Sports_388,Sports,Team_Sports,Northfield,334.07,220.47,5,4.7,213,ShopSmart_Official,2020-10-14
PRD_000389,Solace_Storage_389,Home,Storage,Solace,558.47,374.16,30,2.7,984,PartnerHub,2023-09-19
PRD_000390,Quanta_Mobile_390,Electronics,Mobile,Quanta,710.49,485.58,0,2.8,1078,ShopSmart_Official,2020-02-29
PRD_000391,Nova_Headphones_391,Electronics,Headphones,Nova,1317.48,745.83,5,3.7,803,PrimeSellers,2022-10-09
PRD_000392,Marlow_Fragrance_392,Beauty,Fragrance,Marlow,19.64,10.77,15,4.4,1193,PrimeSellers,2025-10-03
PRD_000393,Quanta_Kitchen_393,Home,Kitchen,Quanta,546.53,382.29,0,4.7,1615,PrimeSellers,2021-09-08
PRD_000394,Quanta_Tools_394,Beauty,Tools,Quanta,41.14,26.39,20,4.0,1064,PrimeSellers,2022-05-25
PRD_000395,Crestwood_Furniture_395,Home,Furniture,Crestwood,306.65,180.74,15,3.6,754,PrimeSellers,2023-03-24
PRD_000396,Everline_NonFiction_396,Books,NonFiction,Everline,39.09,22.24,20,3.7,1260,ShopSmart_Official,2024-09-24
PRD_000397,Vireo_Furniture_397,Home,Furniture,Vireo,137.16,79.11,25,2.7,1580,ShopSmart_Official,2021-03-16
PRD_000398,Lumo_Team_Sports_398,Sports,Team_Sports,Lumo,174.99,117.39,5,3.8,1478,ValueMart,2024-08-25
PRD_000399,Nova_Kitchen_399,Home,Kitchen,Nova,553.46,398.39,0,4.4,568,ValueMart,2020-07-05
PRD_000400,Quanta_Outdoor_400,Sports,Outdoor,Quanta,190.61,96.94,10,4.3,1853,PrimeSellers,2021-09-04
PRD_000401,Nova_Comics_401,Books,Comics,Nova,58.9,35.47,10,4.0,1627,PartnerHub,2024-03-23
PRD_000402,Nova_Accessories_402,Electronics,Accessories,Nova,56.92,26.28,0,2.8,1741,ShopSmart_Official,2023-09-08
PRD_000403,Lumo_Mobile_403,Electronics,Mobile,Lumo,155.45,84.33,25,3.7,1610,TopDeals_Co,2025-03-15
PRD_000404,Quanta_Team_Sports_404,Sports,Team_Sports,Quanta,301.44,149.43,15,2.8,889,TopDeals_Co,2025-01-14
PRD_000405,Urbanix_Furniture_405,Home,Furniture,Urbanix,432.61,317.43,15,3.5,1084,PartnerHub,2024-09-07
PRD_000406,Lumo_Accessories_406,Electronics,Accessories,Lumo,418.84,219.64,0,4.3,820,ValueMart,2024-09-01
PRD_000407,Crestwood_Kids_407,Fashion,Kids,Crestwood,186.14,102.14,0,2.7,31,TopDeals_Co,2026-04-24
PRD_000408,Marlow_Accessories_408,Fashion,Accessories,Marlow,136.46,63.12,10,4.7,1695,TopDeals_Co,2022-09-30
PRD_000409,Lumo_Accessories_409,Electronics,Accessories,Lumo,377.77,179.32,0,4.7,798,PartnerHub,2022-01-27
PRD_000410,Pinegrove_Accessories_410,Fashion,Accessories,Pinegrove,119.39,56.92,5,3.9,1755,TopDeals_Co,2021-12-13
PRD_000411,Vireo_Accessories_411,Fashion,Accessories,Vireo,124.33,80.68,20,4.2,1788,MarketPlus,2021-07-24
PRD_000412,Urbanix_Makeup_412,Beauty,Makeup,Urbanix,67.24,40.35,0,4.4,1801,PartnerHub,2020-03-22
PRD_000413,Urbanix_Kitchen_413,Home,Kitchen,Urbanix,423.73,240.96,0,4.7,696,PrimeSellers,2020-04-29
PRD_000414,Quanta_Haircare_414,Beauty,Haircare,Quanta,36.49,22.75,5,3.6,1584,PrimeSellers,2023-10-07
PRD_000415,Nova_Fragrance_415,Beauty,Fragrance,Nova,74.38,51.07,0,4.0,1259,ValueMart,2022-07-13
PRD_000416,Vireo_Tools_416,Beauty,Tools,Vireo,92.57,66.28,25,2.6,1671,ShopSmart_Official,2020-10-30
PRD_000417,Quanta_Fragrance_417,Beauty,Fragrance,Quanta,24.86,11.62,0,4.1,1693,ValueMart,2021-08-14
PRD_000418,Zenith_Furniture_418,Home,Furniture,Zenith,539.21,325.78,15,1.4,825,ShopSmart_Official,2020-11-10
PRD_000419,Marlow_Accessories_419,Fashion,Accessories,Marlow,233.96,165.14,15,3.2,1714,PrimeSellers,2026-03-20
PRD_000420,Marlow_Decor_420,Home,Decor,Marlow,129.39,74.12,30,4.4,315,ShopSmart_Official,2023-10-19
PRD_000421,Vireo_Comics_421,Books,Comics,Vireo,22.89,14.64,10,4.8,1158,ShopSmart_Official,2023-07-13
PRD_000422,Marlow_Haircare_422,Beauty,Haircare,Marlow,87.69,48.36,0,3.8,1082,MarketPlus,2026-02-03
PRD_000423,Everline_Bedding_423,Home,Bedding,Everline,500.41,325.14,5,2.8,847,MarketPlus,2024-10-23
PRD_000424,Marlow_Skincare_424,Beauty,Skincare,Marlow,40.1,29.66,5,4.1,376,ShopSmart_Official,2020-07-24
PRD_000425,Solace_Fitness_425,Sports,Fitness,Solace,382.61,176.21,30,3.5,518,PrimeSellers,2021-10-27
PRD_000426,Zenith_Makeup_426,Beauty,Makeup,Zenith,116.67,55.56,5,4.3,785,PrimeSellers,2025-02-19
PRD_000427,Zenith_Mobile_427,Electronics,Mobile,Zenith,1468.77,1012.4,5,3.7,90,PrimeSellers,2023-06-13
PRD_000428,Northfield_Cycling_428,Sports,Cycling,Northfield,149.67,101.68,15,4.0,1620,ShopSmart_Official,2022-01-07
PRD_000429,Solace_Cycling_429,Sports,Cycling,Solace,274.3,159.19,10,3.7,1067,TopDeals_Co,2024-02-13
PRD_000430,Marlow_Kitchen_430,Home,Kitchen,Marlow,315.32,173.56,5,3.6,1953,ShopSmart_Official,2022-04-07
PRD_000431,Nova_NonFiction_431,Books,NonFiction,Nova,7.98,4.58,5,4.3,1937,TopDeals_Co,2022-07-03
PRD_000432,Solace_Children_432,Books,Children,Solace,35.55,24.11,0,3.0,1771,ShopSmart_Official,2020-07-19
PRD_000433,Marlow_Fiction_433,Books,Fiction,Marlow,41.98,22.89,15,3.5,701,MarketPlus,2024-11-03
